symbol,side,entry,exit,qty,pnl_gross,fees,pnl_net,entry_time,exit_time,reason
LTC_USDT,LONG,109.89,110.44200000000001,0.1911001911001911,0.10548730548730677,0.0147,0.09078730548730676,2022-01-26 04:00:00,2022-01-26 12:00:00,SL_HIT
DOGE_USDT,LONG,0.14848,0.150055,141.4331896551724,0.22275727370689558,0.0147,0.20805727370689558,2022-01-26 10:00:00,2022-01-26 12:00:00,SL_HIT
HBAR_USDT,LONG,0.21678,0.219708,96.87240520343205,0.2836424024356477,0.0147,0.2689424024356477,2022-01-26 04:00:00,2022-01-26 15:00:00,SL_HIT
LTC_USDT,LONG,112.22,109.95928571428571,0.18713241846373196,-0.4230529317412227,0.0147,-0.4377529317412227,2022-01-26 13:00:00,2022-01-26 20:00:00,SL_HIT
HBAR_USDT,SHORT,0.20443,0.21164607142857142,102.72464902411583,-0.7412684048329492,0.0147,-0.7559684048329492,2022-01-26 21:00:00,2022-01-27 00:00:00,SL_HIT
DOGE_USDT,SHORT,0.14123,0.139732,148.69362033562274,0.22274304326276276,0.0147,0.20804304326276277,2022-01-26 21:00:00,2022-01-27 02:00:00,SL_HIT
LTC_USDT,SHORT,104.9,104.384,0.2001906577693041,0.10329837940896199,0.0147,0.08859837940896198,2022-01-26 21:00:00,2022-01-27 04:00:00,SL_HIT
HBAR_USDT,SHORT,0.2024,0.201855,103.75494071146245,0.056546442687745994,0.0147,0.041846442687746,2022-01-27 02:00:00,2022-01-27 05:00:00,SL_HIT
DOGE_USDT,SHORT,0.137,0.14028607142857144,153.28467153284672,-0.503704379562044,0.0147,-0.518404379562044,2022-01-27 20:00:00,2022-01-27 23:00:00,SL_HIT
HBAR_USDT,LONG,0.21258,0.2159,98.7863392605137,0.3279706463449072,0.0147,0.3132706463449072,2022-01-28 18:00:00,2022-01-28 21:00:00,SL_HIT
LTC_USDT,LONG,108.91,109.426,0.1928197594343954,0.09949499586814906,0.0147,0.08479499586814905,2022-01-28 20:00:00,2022-01-29 01:00:00,SL_HIT
ADA_USDT,LONG,1.0783,1.0604071428571429,19.47509969396272,-0.348465176666976,0.0147,-0.363165176666976,2022-01-29 13:00:00,2022-01-29 14:00:00,SL_HIT
LTC_USDT,LONG,111.41,109.82,0.18849295395386412,-0.2997037967866446,0.0147,-0.3144037967866446,2022-01-29 13:00:00,2022-01-29 14:00:00,SL_HIT
HBAR_USDT,LONG,0.22299,0.223465,94.17462666487286,0.04473294766581491,0.0147,0.030032947665814914,2022-01-29 16:00:00,2022-01-30 03:00:00,SL_HIT
